"model","scenario","year","variable","value"
"CMCC-CM2-SR5","ssp245",2041,"global_tas",2.03696412881288
"CMCC-CM2-SR5","ssp245",2041,"land_tas",2.3251264705882
"CMCC-CM2-SR5","ssp245",2041,"sst",1.47610427139037
"CMCC-CM2-SR5","ssp245",2042,"global_tas",2.15252678102172
"CMCC-CM2-SR5","ssp245",2042,"land_tas",2.4969564705882
"CMCC-CM2-SR5","ssp245",2042,"sst",1.53963827139038
"CMCC-CM2-SR5","ssp245",2043,"global_tas",2.34344103600438
"CMCC-CM2-SR5","ssp245",2043,"land_tas",2.88442647058821
"CMCC-CM2-SR5","ssp245",2043,"sst",1.63943427139038
"CMCC-CM2-SR5","ssp245",2044,"global_tas",2.32238941703321
"CMCC-CM2-SR5","ssp245",2044,"land_tas",2.92652647058821
"CMCC-CM2-SR5","ssp245",2044,"sst",1.56899627139037
"CMCC-CM2-SR5","ssp245",2045,"global_tas",2.16651246996764
"CMCC-CM2-SR5","ssp245",2045,"land_tas",2.50354647058822
"CMCC-CM2-SR5","ssp245",2045,"sst",1.54076027139038
"CMCC-CM2-SR5","ssp245",2046,"global_tas",2.15694343533892
"CMCC-CM2-SR5","ssp245",2046,"land_tas",2.50818647058821
"CMCC-CM2-SR5","ssp245",2046,"sst",1.54622827139038
"CMCC-CM2-SR5","ssp245",2047,"global_tas",2.39627532049599
"CMCC-CM2-SR5","ssp245",2047,"land_tas",2.87189647058818
"CMCC-CM2-SR5","ssp245",2047,"sst",1.67481827139038
"CMCC-CM2-SR5","ssp245",2048,"global_tas",2.62007277787404
"CMCC-CM2-SR5","ssp245",2048,"land_tas",3.27915647058819
"CMCC-CM2-SR5","ssp245",2048,"sst",1.78909627139037
"CMCC-CM2-SR5","ssp245",2049,"global_tas",2.54324708306308
"CMCC-CM2-SR5","ssp245",2049,"land_tas",3.16278647058823
"CMCC-CM2-SR5","ssp245",2049,"sst",1.75841027139038
"CMCC-CM2-SR5","ssp245",2050,"global_tas",2.38663519285899
"CMCC-CM2-SR5","ssp245",2050,"land_tas",2.91095647058819
"CMCC-CM2-SR5","ssp245",2050,"sst",1.63226527139037
"CMCC-CM2-SR5","ssp245",2051,"global_tas",2.53460900422448
"CMCC-CM2-SR5","ssp245",2051,"land_tas",3.08850647058819
"CMCC-CM2-SR5","ssp245",2051,"sst",1.79237927139038
"CMCC-CM2-SR5","ssp245",2052,"global_tas",2.66087723875739
"CMCC-CM2-SR5","ssp245",2052,"land_tas",3.4195064705882
"CMCC-CM2-SR5","ssp245",2052,"sst",1.80051027139038
"CMCC-CM2-SR5","ssp245",2053,"global_tas",2.55084864117896
"CMCC-CM2-SR5","ssp245",2053,"land_tas",3.0379764705882
"CMCC-CM2-SR5","ssp245",2053,"sst",1.75742227139038
"CMCC-CM2-SR5","ssp245",2054,"global_tas",2.52409074744332
"CMCC-CM2-SR5","ssp245",2054,"land_tas",2.92975647058819
"CMCC-CM2-SR5","ssp245",2054,"sst",1.80289427139037
"CMCC-CM2-SR5","ssp245",2055,"global_tas",2.60385049037473
"CMCC-CM2-SR5","ssp245",2055,"land_tas",3.08356647058821
"CMCC-CM2-SR5","ssp245",2055,"sst",1.80862627139037
"CMCC-CM2-SR5","ssp245",2056,"global_tas",2.6220931554401
"CMCC-CM2-SR5","ssp245",2056,"land_tas",3.20594647058823
"CMCC-CM2-SR5","ssp245",2056,"sst",1.80081427139037
"CMCC-CM2-SR5","ssp245",2057,"global_tas",2.85629361084966
"CMCC-CM2-SR5","ssp245",2057,"land_tas",3.57662647058822
"CMCC-CM2-SR5","ssp245",2057,"sst",1.96335927139038
"CMCC-CM2-SR5","ssp245",2058,"global_tas",2.80481328969569
"CMCC-CM2-SR5","ssp245",2058,"land_tas",3.4678464705882
"CMCC-CM2-SR5","ssp245",2058,"sst",1.95803927139037
"CMCC-CM2-SR5","ssp245",2059,"global_tas",2.68918580624478
"CMCC-CM2-SR5","ssp245",2059,"land_tas",3.14422647058819
"CMCC-CM2-SR5","ssp245",2059,"sst",1.88253927139038
"CMCC-CM2-SR5","ssp245",2060,"global_tas",2.63134141664693
"CMCC-CM2-SR5","ssp245",2060,"land_tas",3.11282647058823
"CMCC-CM2-SR5","ssp245",2060,"sst",1.82061127139038
"CMCC-CM2-SR5","ssp245",2061,"global_tas",2.70266184171504
"CMCC-CM2-SR5","ssp245",2061,"land_tas",3.25372647058822
"CMCC-CM2-SR5","ssp245",2061,"sst",1.89737327139038
"CMCC-CM2-SR5","ssp245",2062,"global_tas",2.77059399680365
"CMCC-CM2-SR5","ssp245",2062,"land_tas",3.26880647058823
"CMCC-CM2-SR5","ssp245",2062,"sst",1.97185427139038
"CMCC-CM2-SR5","ssp245",2063,"global_tas",2.98127677638291
"CMCC-CM2-SR5","ssp245",2063,"land_tas",3.69324647058824
"CMCC-CM2-SR5","ssp245",2063,"sst",2.06739827139037
"CMCC-CM2-SR5","ssp245",2064,"global_tas",3.11489881764771
"CMCC-CM2-SR5","ssp245",2064,"land_tas",3.87492647058821
"CMCC-CM2-SR5","ssp245",2064,"sst",2.17741527139037
"CMCC-CM2-SR5","ssp245",2065,"global_tas",3.00153710087977
"CMCC-CM2-SR5","ssp245",2065,"land_tas",3.7237664705882
"CMCC-CM2-SR5","ssp245",2065,"sst",2.09304427139037
"CMCC-CM2-SR5","ssp245",2066,"global_tas",2.9443111819354
"CMCC-CM2-SR5","ssp245",2066,"land_tas",3.50446647058823
"CMCC-CM2-SR5","ssp245",2066,"sst",2.06415027139038
"CMCC-CM2-SR5","ssp245",2067,"global_tas",3.01430367216665
"CMCC-CM2-SR5","ssp245",2067,"land_tas",3.60942647058823
"CMCC-CM2-SR5","ssp245",2067,"sst",2.11946127139037
"CMCC-CM2-SR5","ssp245",2068,"global_tas",3.02263592317382
"CMCC-CM2-SR5","ssp245",2068,"land_tas",3.55664647058819
"CMCC-CM2-SR5","ssp245",2068,"sst",2.18372727139038
"CMCC-CM2-SR5","ssp245",2069,"global_tas",3.26676537531392
"CMCC-CM2-SR5","ssp245",2069,"land_tas",4.04792647058821
"CMCC-CM2-SR5","ssp245",2069,"sst",2.30534727139038
"CMCC-CM2-SR5","ssp245",2070,"global_tas",3.13861383660651
"CMCC-CM2-SR5","ssp245",2070,"land_tas",3.89545647058821
"CMCC-CM2-SR5","ssp245",2070,"sst",2.23517327139038
"CMCC-CM2-SR5","ssp245",2071,"global_tas",3.10889493357791
"CMCC-CM2-SR5","ssp245",2071,"land_tas",3.86994647058822
"CMCC-CM2-SR5","ssp245",2071,"sst",2.10053627139038
"CMCC-CM2-SR5","ssp245",2072,"global_tas",2.93180026642824
"CMCC-CM2-SR5","ssp245",2072,"land_tas",3.45966647058822
"CMCC-CM2-SR5","ssp245",2072,"sst",2.07161827139038
"CMCC-CM2-SR5","ssp245",2073,"global_tas",3.24876581456607
"CMCC-CM2-SR5","ssp245",2073,"land_tas",3.89922647058819
"CMCC-CM2-SR5","ssp245",2073,"sst",2.31372627139038
"CMCC-CM2-SR5","ssp245",2074,"global_tas",3.32403067793229
"CMCC-CM2-SR5","ssp245",2074,"land_tas",4.0353464705882
"CMCC-CM2-SR5","ssp245",2074,"sst",2.37476127139037
"CMCC-CM2-SR5","ssp245",2075,"global_tas",3.33694706738856
"CMCC-CM2-SR5","ssp245",2075,"land_tas",4.13318647058821
"CMCC-CM2-SR5","ssp245",2075,"sst",2.36542327139038
"CMCC-CM2-SR5","ssp245",2076,"global_tas",3.32879478830063
"CMCC-CM2-SR5","ssp245",2076,"land_tas",4.07840647058822
"CMCC-CM2-SR5","ssp245",2076,"sst",2.37651927139038
"CMCC-CM2-SR5","ssp245",2077,"global_tas",3.29097219402809
"CMCC-CM2-SR5","ssp245",2077,"land_tas",4.04746647058823
"CMCC-CM2-SR5","ssp245",2077,"sst",2.31480427139038
"CMCC-CM2-SR5","ssp245",2078,"global_tas",3.27302147089767
"CMCC-CM2-SR5","ssp245",2078,"land_tas",3.87525647058823
"CMCC-CM2-SR5","ssp245",2078,"sst",2.33077027139038
"CMCC-CM2-SR5","ssp245",2079,"global_tas",3.51022106839235
"CMCC-CM2-SR5","ssp245",2079,"land_tas",4.3517864705882
"CMCC-CM2-SR5","ssp245",2079,"sst",2.49623427139038
"CMCC-CM2-SR5","ssp245",2080,"global_tas",3.60673022862818
"CMCC-CM2-SR5","ssp245",2080,"land_tas",4.4906064705882
"CMCC-CM2-SR5","ssp245",2080,"sst",2.61268827139037
"CMCC-CM2-SR5","ssp245",2081,"global_tas",3.58562915015932
"CMCC-CM2-SR5","ssp245",2081,"land_tas",4.40448647058821
"CMCC-CM2-SR5","ssp245",2081,"sst",2.56497927139038
"CMCC-CM2-SR5","ssp245",2082,"global_tas",3.65332300756
"CMCC-CM2-SR5","ssp245",2082,"land_tas",4.53292647058822
"CMCC-CM2-SR5","ssp245",2082,"sst",2.60676827139038
"CMCC-CM2-SR5","ssp245",2083,"global_tas",3.4537763156078
"CMCC-CM2-SR5","ssp245",2083,"land_tas",4.14740647058824
"CMCC-CM2-SR5","ssp245",2083,"sst",2.47939727139038
"CMCC-CM2-SR5","ssp245",2084,"global_tas",3.40746416232355
"CMCC-CM2-SR5","ssp245",2084,"land_tas",4.10990647058821
"CMCC-CM2-SR5","ssp245",2084,"sst",2.36605927139037
"CMCC-CM2-SR5","ssp245",2085,"global_tas",3.34354612773677
"CMCC-CM2-SR5","ssp245",2085,"land_tas",4.0214064705882
"CMCC-CM2-SR5","ssp245",2085,"sst",2.32152327139038
"CMCC-CM2-SR5","ssp245",2086,"global_tas",3.33719621673146
"CMCC-CM2-SR5","ssp245",2086,"land_tas",3.9434864705882
"CMCC-CM2-SR5","ssp245",2086,"sst",2.40820427139038
"CMCC-CM2-SR5","ssp245",2087,"global_tas",3.43964503791017
"CMCC-CM2-SR5","ssp245",2087,"land_tas",4.15277647058821
"CMCC-CM2-SR5","ssp245",2087,"sst",2.44807327139038
"CMCC-CM2-SR5","ssp245",2088,"global_tas",3.3688984343467
"CMCC-CM2-SR5","ssp245",2088,"land_tas",3.8335264705882
"CMCC-CM2-SR5","ssp245",2088,"sst",2.44897927139038
"CMCC-CM2-SR5","ssp245",2089,"global_tas",3.67125589742795
"CMCC-CM2-SR5","ssp245",2089,"land_tas",4.35498647058819
"CMCC-CM2-SR5","ssp245",2089,"sst",2.70304827139037
"CMCC-CM2-SR5","ssp245",2090,"global_tas",3.82181848569797
"CMCC-CM2-SR5","ssp245",2090,"land_tas",4.79496647058824
"CMCC-CM2-SR5","ssp245",2090,"sst",2.75566727139037
"CMCC-CM2-SR5","ssp245",2091,"global_tas",3.81687275556516
"CMCC-CM2-SR5","ssp245",2091,"land_tas",4.6928764705882
"CMCC-CM2-SR5","ssp245",2091,"sst",2.70884527139038
"CMCC-CM2-SR5","ssp245",2092,"global_tas",3.61028145093269
"CMCC-CM2-SR5","ssp245",2092,"land_tas",4.37586647058822
"CMCC-CM2-SR5","ssp245",2092,"sst",2.53726827139038
"CMCC-CM2-SR5","ssp245",2093,"global_tas",3.56468043242478
"CMCC-CM2-SR5","ssp245",2093,"land_tas",4.26682647058823
"CMCC-CM2-SR5","ssp245",2093,"sst",2.56607827139038
"CMCC-CM2-SR5","ssp245",2094,"global_tas",3.64452952446857
"CMCC-CM2-SR5","ssp245",2094,"land_tas",4.3446264705882
"CMCC-CM2-SR5","ssp245",2094,"sst",2.63558727139038
"CMCC-CM2-SR5","ssp245",2095,"global_tas",3.67436266033621
"CMCC-CM2-SR5","ssp245",2095,"land_tas",4.26072647058822
"CMCC-CM2-SR5","ssp245",2095,"sst",2.69264327139037
"CMCC-CM2-SR5","ssp245",2096,"global_tas",3.83642236454625
"CMCC-CM2-SR5","ssp245",2096,"land_tas",4.6976264705882
"CMCC-CM2-SR5","ssp245",2096,"sst",2.74584227139038
"CMCC-CM2-SR5","ssp245",2097,"global_tas",3.78949899244225
"CMCC-CM2-SR5","ssp245",2097,"land_tas",4.64884647058818
"CMCC-CM2-SR5","ssp245",2097,"sst",2.69476027139038
"CMCC-CM2-SR5","ssp245",2098,"global_tas",3.75676407173739
"CMCC-CM2-SR5","ssp245",2098,"land_tas",4.51372647058821
"CMCC-CM2-SR5","ssp245",2098,"sst",2.71904027139038
"CMCC-CM2-SR5","ssp245",2099,"global_tas",3.8783585938686
"CMCC-CM2-SR5","ssp245",2099,"land_tas",4.7345064705882
"CMCC-CM2-SR5","ssp245",2099,"sst",2.78220027139038
"CMCC-CM2-SR5","ssp245",2100,"global_tas",3.7520664333972
"CMCC-CM2-SR5","ssp245",2100,"land_tas",4.49726647058822
"CMCC-CM2-SR5","ssp245",2100,"sst",2.70279727139037
"CMCC-CM2-SR5","ssp370",1850,"global_tas",0.00991167571828555
"CMCC-CM2-SR5","ssp370",1850,"land_tas",-0.00353352941181129
"CMCC-CM2-SR5","ssp370",1850,"sst",0.0796457107843128
"CMCC-CM2-SR5","ssp370",1851,"global_tas",0.0644685979043516
"CMCC-CM2-SR5","ssp370",1851,"land_tas",0.135756470588206
"CMCC-CM2-SR5","ssp370",1851,"sst",0.0559602107843136
"CMCC-CM2-SR5","ssp370",1852,"global_tas",-0.0689931311291048
"CMCC-CM2-SR5","ssp370",1852,"land_tas",-0.275443529411803
"CMCC-CM2-SR5","ssp370",1852,"sst",-0.000694955882351966
"CMCC-CM2-SR5","ssp370",1853,"global_tas",0.212543841680827
"CMCC-CM2-SR5","ssp370",1853,"land_tas",0.243266470588196
"CMCC-CM2-SR5","ssp370",1853,"sst",0.180207210784314
"CMCC-CM2-SR5","ssp370",1854,"global_tas",0.165755059768003
"CMCC-CM2-SR5","ssp370",1854,"land_tas",0.139876470588206
"CMCC-CM2-SR5","ssp370",1854,"sst",0.179992210784313
"CMCC-CM2-SR5","ssp370",1855,"global_tas",0.165750770747536
"CMCC-CM2-SR5","ssp370",1855,"land_tas",0.0630264705882269
"CMCC-CM2-SR5","ssp370",1855,"sst",0.200095460784312
"CMCC-CM2-SR5","ssp370",1856,"global_tas",0.256696540344478
"CMCC-CM2-SR5","ssp370",1856,"land_tas",0.296826470588201
"CMCC-CM2-SR5","ssp370",1856,"sst",0.212833127450982
"CMCC-CM2-SR5","ssp370",1857,"global_tas",0.283669929670509
"CMCC-CM2-SR5","ssp370",1857,"land_tas",0.360906470588191
"CMCC-CM2-SR5","ssp370",1857,"sst",0.185828044117646
"CMCC-CM2-SR5","ssp370",1858,"global_tas",0.234845174001293
"CMCC-CM2-SR5","ssp370",1858,"land_tas",0.336126470588226
"CMCC-CM2-SR5","ssp370",1858,"sst",0.144403710784314
"CMCC-CM2-SR5","ssp370",1859,"global_tas",0.15367233108293
"CMCC-CM2-SR5","ssp370",1859,"land_tas",0.200876470588184
"CMCC-CM2-SR5","ssp370",1859,"sst",0.162138710784312
"CMCC-CM2-SR5","ssp370",1860,"global_tas",0.113933285339272
"CMCC-CM2-SR5","ssp370",1860,"land_tas",0.175546470588188
"CMCC-CM2-SR5","ssp370",1860,"sst",0.0948565441176473
"CMCC-CM2-SR5","ssp370",1861,"global_tas",0.119143996056209
"CMCC-CM2-SR5","ssp370",1861,"land_tas",0.200526470588215
"CMCC-CM2-SR5","ssp370",1861,"sst",0.116614044117647
"CMCC-CM2-SR5","ssp370",1862,"global_tas",0.135465112374504
"CMCC-CM2-SR5","ssp370",1862,"land_tas",0.208806470588229
"CMCC-CM2-SR5","ssp370",1862,"sst",0.105790044117647
"CMCC-CM2-SR5","ssp370",1863,"global_tas",-0.0510946435160236
"CMCC-CM2-SR5","ssp370",1863,"land_tas",-0.125993529411801
"CMCC-CM2-SR5","ssp370",1863,"sst",-0.026757289215687
"CMCC-CM2-SR5","ssp370",1864,"global_tas",-0.141228376465392
"CMCC-CM2-SR5","ssp370",1864,"land_tas",-0.271723529411815
"CMCC-CM2-SR5","ssp370",1864,"sst",-0.071969289215687
"CMCC-CM2-SR5","ssp370",1865,"global_tas",-0.0785434946822079
"CMCC-CM2-SR5","ssp370",1865,"land_tas",-0.179073529411767
"CMCC-CM2-SR5","ssp370",1865,"sst",-0.098923122549021
"CMCC-CM2-SR5","ssp370",1866,"global_tas",-0.193887885801246
"CMCC-CM2-SR5","ssp370",1866,"land_tas",-0.350793529411817
"CMCC-CM2-SR5","ssp370",1866,"sst",-0.125846039215687
"CMCC-CM2-SR5","ssp370",1867,"global_tas",-0.0129485595707592
"CMCC-CM2-SR5","ssp370",1867,"land_tas",-0.0695735294117981
"CMCC-CM2-SR5","ssp370",1867,"sst",-0.050272872549019
"CMCC-CM2-SR5","ssp370",1868,"global_tas",0.0699777332956728
"CMCC-CM2-SR5","ssp370",1868,"land_tas",0.0524964705882098
"CMCC-CM2-SR5","ssp370",1868,"sst",0.0868681274509807
"CMCC-CM2-SR5","ssp370",1869,"global_tas",0.286379024819553
"CMCC-CM2-SR5","ssp370",1869,"land_tas",0.405466470588237
"CMCC-CM2-SR5","ssp370",1869,"sst",0.232972627450981
"CMCC-CM2-SR5","ssp370",1870,"global_tas",0.210407754855623
"CMCC-CM2-SR5","ssp370",1870,"land_tas",0.331926470588201
"CMCC-CM2-SR5","ssp370",1870,"sst",0.149575960784315
"CMCC-CM2-SR5","ssp370",1871,"global_tas",0.0879673872843227
"CMCC-CM2-SR5","ssp370",1871,"land_tas",0.142096470588228
"CMCC-CM2-SR5","ssp370",1871,"sst",0.041958377450982
"CMCC-CM2-SR5","ssp370",1872,"global_tas",0.12922702662911
"CMCC-CM2-SR5","ssp370",1872,"land_tas",0.197946470588192
"CMCC-CM2-SR5","ssp370",1872,"sst",0.0961144607843141
"CMCC-CM2-SR5","ssp370",1873,"global_tas",0.126707545208149
"CMCC-CM2-SR5","ssp370",1873,"land_tas",0.138826470588185
"CMCC-CM2-SR5","ssp370",1873,"sst",0.0855256274509809
"CMCC-CM2-SR5","ssp370",1874,"global_tas",0.10950121354665
"CMCC-CM2-SR5","ssp370",1874,"land_tas",0.196176470588227
"CMCC-CM2-SR5","ssp370",1874,"sst",0.0570472107843119
"CMCC-CM2-SR5","ssp370",1875,"global_tas",0.0543577859990023
"CMCC-CM2-SR5","ssp370",1875,"land_tas",0.0593264705881893
"CMCC-CM2-SR5","ssp370",1875,"sst",0.019389127450982
"CMCC-CM2-SR5","ssp370",1876,"global_tas",-0.0354557086845375
"CMCC-CM2-SR5","ssp370",1876,"land_tas",-0.011273529411767
"CMCC-CM2-SR5","ssp370",1876,"sst",-0.043788705882352
"CMCC-CM2-SR5","ssp370",1877,"global_tas",-0.0310909314514447
"CMCC-CM2-SR5","ssp370",1877,"land_tas",-0.0822935294117997
"CMCC-CM2-SR5","ssp370",1877,"sst",-0.029126955882354
"CMCC-CM2-SR5","ssp370",1878,"global_tas",0.0579289761981272
"CMCC-CM2-SR5","ssp370",1878,"land_tas",0.100356470588224
"CMCC-CM2-SR5","ssp370",1878,"sst",0.015926710784314
"CMCC-CM2-SR5","ssp370",1879,"global_tas",0.0144204379099619
"CMCC-CM2-SR5","ssp370",1879,"land_tas",0.0923264705882048
"CMCC-CM2-SR5","ssp370",1879,"sst",-0.030452039215689
"CMCC-CM2-SR5","ssp370",1880,"global_tas",-0.0611047159781037
"CMCC-CM2-SR5","ssp370",1880,"land_tas",-0.131873529411791
"CMCC-CM2-SR5","ssp370",1880,"sst",-0.00554187254901997
"CMCC-CM2-SR5","ssp370",1881,"global_tas",0.0450663942473852
"CMCC-CM2-SR5","ssp370",1881,"land_tas",0.0758764705881845
"CMCC-CM2-SR5","ssp370",1881,"sst",0.0391966274509808
"CMCC-CM2-SR5","ssp370",1882,"global_tas",0.0226959663332309
"CMCC-CM2-SR5","ssp370",1882,"land_tas",0.242986470588221
"CMCC-CM2-SR5","ssp370",1882,"sst",-0.039723455882352
"CMCC-CM2-SR5","ssp370",1883,"global_tas",-0.208005989450498
"CMCC-CM2-SR5","ssp370",1883,"land_tas",-0.215723529411775
"CMCC-CM2-SR5","ssp370",1883,"sst",-0.184486872549019
"CMCC-CM2-SR5","ssp370",1884,"global_tas",-0.450283165782253
"CMCC-CM2-SR5","ssp370",1884,"land_tas",-0.745653529411811
"CMCC-CM2-SR5","ssp370",1884,"sst",-0.264969955882353
"CMCC-CM2-SR5","ssp370",1885,"global_tas",-0.179142517824346
"CMCC-CM2-SR5","ssp370",1885,"land_tas",-0.189233529411808
"CMCC-CM2-SR5","ssp370",1885,"sst",-0.136627205882352
"CMCC-CM2-SR5","ssp370",1886,"global_tas",-0.128145531974894
"CMCC-CM2-SR5","ssp370",1886,"land_tas",-0.105173529411786
"CMCC-CM2-SR5","ssp370",1886,"sst",-0.07330762254902
"CMCC-CM2-SR5","ssp370",1887,"global_tas",-0.279548775836076
"CMCC-CM2-SR5","ssp370",1887,"land_tas",-0.378343529411779
"CMCC-CM2-SR5","ssp370",1887,"sst",-0.211448705882354
"CMCC-CM2-SR5","ssp370",1888,"global_tas",-0.275780599387531
"CMCC-CM2-SR5","ssp370",1888,"land_tas",-0.256093529411771
"CMCC-CM2-SR5","ssp370",1888,"sst",-0.241866455882352
"CMCC-CM2-SR5","ssp370",1889,"global_tas",-0.216576372467955
"CMCC-CM2-SR5","ssp370",1889,"land_tas",-0.244743529411778
"CMCC-CM2-SR5","ssp370",1889,"sst",-0.148994039215686
"CMCC-CM2-SR5","ssp370",1890,"global_tas",-0.275623686072151
"CMCC-CM2-SR5","ssp370",1890,"land_tas",-0.411243529411763
"CMCC-CM2-SR5","ssp370",1890,"sst",-0.169924289215686
"CMCC-CM2-SR5","ssp370",1891,"global_tas",-0.249649755391147
"CMCC-CM2-SR5","ssp370",1891,"land_tas",-0.372033529411794
"CMCC-CM2-SR5","ssp370",1891,"sst",-0.142735705882351
"CMCC-CM2-SR5","ssp370",1892,"global_tas",-0.101439018009273
"CMCC-CM2-SR5","ssp370",1892,"land_tas",-0.141773529411807
"CMCC-CM2-SR5","ssp370",1892,"sst",-0.104100289215687
"CMCC-CM2-SR5","ssp370",1893,"global_tas",0.0752201708235702
"CMCC-CM2-SR5","ssp370",1893,"land_tas",0.207196470588201
"CMCC-CM2-SR5","ssp370",1893,"sst",0.0450791274509793
"CMCC-CM2-SR5","ssp370",1894,"global_tas",0.19559146821274
"CMCC-CM2-SR5","ssp370",1894,"land_tas",0.450326470588209
"CMCC-CM2-SR5","ssp370",1894,"sst",0.0867261274509804
"CMCC-CM2-SR5","ssp370",1895,"global_tas",-0.11287452291208
"CMCC-CM2-SR5","ssp370",1895,"land_tas",-0.0550435294117619
"CMCC-CM2-SR5","ssp370",1895,"sst",-0.129665705882352
"CMCC-CM2-SR5","ssp370",1896,"global_tas",-0.25093108065812
"CMCC-CM2-SR5","ssp370",1896,"land_tas",-0.313493529411801
"CMCC-CM2-SR5","ssp370",1896,"sst",-0.21486262254902
"CMCC-CM2-SR5","ssp370",1897,"global_tas",-0.110480108276704
"CMCC-CM2-SR5","ssp370",1897,"land_tas",-0.131033529411809
"CMCC-CM2-SR5","ssp370",1897,"sst",-0.148211539215687
"CMCC-CM2-SR5","ssp370",1898,"global_tas",-0.0841545254886
"CMCC-CM2-SR5","ssp370",1898,"land_tas",-0.153673529411776
"CMCC-CM2-SR5","ssp370",1898,"sst",-0.099674039215685
"CMCC-CM2-SR5","ssp370",1899,"global_tas",0.0652551501565881
"CMCC-CM2-SR5","ssp370",1899,"land_tas",0.0799064705881847
"CMCC-CM2-SR5","ssp370",1899,"sst",0.011109210784312
"CMCC-CM2-SR5","ssp370",1900,"global_tas",0.130422746603642
"CMCC-CM2-SR5","ssp370",1900,"land_tas",0.0800564705882039
"CMCC-CM2-SR5","ssp370",1900,"sst",0.108117294117648
"CMCC-CM2-SR5","ssp370",1901,"global_tas",0.236823808473844
"CMCC-CM2-SR5","ssp370",1901,"land_tas",0.31852647058821
"CMCC-CM2-SR5","ssp370",1901,"sst",0.142571044117645
"CMCC-CM2-SR5","ssp370",1902,"global_tas",0.128409781032417
"CMCC-CM2-SR5","ssp370",1902,"land_tas",0.189096470588197
"CMCC-CM2-SR5","ssp370",1902,"sst",0.0730902941176484
"CMCC-CM2-SR5","ssp370",1903,"global_tas",-0.205852054236459
"CMCC-CM2-SR5","ssp370",1903,"land_tas",-0.339833529411806
"CMCC-CM2-SR5","ssp370",1903,"sst",-0.098369455882352
"CMCC-CM2-SR5","ssp370",1904,"global_tas",-0.172802152236613
"CMCC-CM2-SR5","ssp370",1904,"land_tas",-0.252673529411766
"CMCC-CM2-SR5","ssp370",1904,"sst",-0.141195039215688
"CMCC-CM2-SR5","ssp370",1905,"global_tas",-0.19132675019921
"CMCC-CM2-SR5","ssp370",1905,"land_tas",-0.196873529411789
"CMCC-CM2-SR5","ssp370",1905,"sst",-0.153843622549018
"CMCC-CM2-SR5","ssp370",1906,"global_tas",-0.108619595702635
"CMCC-CM2-SR5","ssp370",1906,"land_tas",-0.047473529411775
"CMCC-CM2-SR5","ssp370",1906,"sst",-0.137271039215687
"CMCC-CM2-SR5","ssp370",1907,"global_tas",-0.0395770834180098
"CMCC-CM2-SR5","ssp370",1907,"land_tas",-0.0122735294118002
"CMCC-CM2-SR5","ssp370",1907,"sst",-0.075793205882352
"CMCC-CM2-SR5","ssp370",1908,"global_tas",-0.0739841336728659
"CMCC-CM2-SR5","ssp370",1908,"land_tas",-0.220723529411771
"CMCC-CM2-SR5","ssp370",1908,"sst",-0.036978205882352
"CMCC-CM2-SR5","ssp370",1909,"global_tas",0.208485853694754
"CMCC-CM2-SR5","ssp370",1909,"land_tas",0.386756470588239
"CMCC-CM2-SR5","ssp370",1909,"sst",0.102106460784313
"CMCC-CM2-SR5","ssp370",1910,"global_tas",0.277475971666831
"CMCC-CM2-SR5","ssp370",1910,"land_tas",0.504956470588183
"CMCC-CM2-SR5","ssp370",1910,"sst",0.14875212745098
"CMCC-CM2-SR5","ssp370",1911,"global_tas",0.0596146155162955
"CMCC-CM2-SR5","ssp370",1911,"land_tas",0.182106470588224
"CMCC-CM2-SR5","ssp370",1911,"sst",-0.047712705882354
"CMCC-CM2-SR5","ssp370",1912,"global_tas",-0.0600016819864777
"CMCC-CM2-SR5","ssp370",1912,"land_tas",-0.127643529411785
"CMCC-CM2-SR5","ssp370",1912,"sst",-0.100066539215689
"CMCC-CM2-SR5","ssp370",1913,"global_tas",-0.161928253980705
"CMCC-CM2-SR5","ssp370",1913,"land_tas",-0.280323529411817
"CMCC-CM2-SR5","ssp370",1913,"sst",-0.12936837254902
"CMCC-CM2-SR5","ssp370",1914,"global_tas",-0.0507475156354076
"CMCC-CM2-SR5","ssp370",1914,"land_tas",-0.117303529411799
"CMCC-CM2-SR5","ssp370",1914,"sst",0.00999546078431404
"CMCC-CM2-SR5","ssp370",1915,"global_tas",-0.0139554901512042
"CMCC-CM2-SR5","ssp370",1915,"land_tas",-0.0376535294117843
"CMCC-CM2-SR5","ssp370",1915,"sst",0.000372294117647026
"CMCC-CM2-SR5","ssp370",1916,"global_tas",0.198496876869285
"CMCC-CM2-SR5","ssp370",1916,"land_tas",0.393866470588193
"CMCC-CM2-SR5","ssp370",1916,"sst",0.12314912745098
"CMCC-CM2-SR5","ssp370",1917,"global_tas",0.170385531678562
"CMCC-CM2-SR5","ssp370",1917,"land_tas",0.247746470588197
"CMCC-CM2-SR5","ssp370",1917,"sst",0.0896960441176485
"CMCC-CM2-SR5","ssp370",1918,"global_tas",0.136188778096653
"CMCC-CM2-SR5","ssp370",1918,"land_tas",0.0673264705882275
"CMCC-CM2-SR5","ssp370",1918,"sst",0.0782905441176463
"CMCC-CM2-SR5","ssp370",1919,"global_tas",0.14943895621343
"CMCC-CM2-SR5","ssp370",1919,"land_tas",0.197126470588216
"CMCC-CM2-SR5","ssp370",1919,"sst",0.0874892107843127
"CMCC-CM2-SR5","ssp370",1920,"global_tas",0.160563053945452
